price,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,expenses
80000.0,86719.37,5020.08,48.0,0.0,104.585,2088.8888889,3.0,0.0
80000.0,88275.8,5110.18,155.33333333333331,450.0,74.43792792666666,177.77777780000002,2.923076923076923,0.0
80000.0,87211.86,5048.59,262.66666666666663,220.0,44.290855853333326,363.63636360000004,2.8461538461538463,0.0
80000.0,90400.91,5233.2,370.0,370.0,14.14378378,216.2162162,2.769230769230769,0.0
80000.0,92581.12,5359.41,1500.0,480.0,3.57294,166.66666669999998,2.6923076923076925,0.0
80000.0,96136.22,5565.21,590.0,300.0,9.432559322000001,266.6666667,2.6153846153846154,0.0
80000.0,95314.12,5517.62,590.0,300.0,9.351898305,266.6666667,2.5384615384615383,0.0
80000.0,97900.11,5667.32,297.0,850.0,19.08188552,94.11764706,2.4615384615384617,0.0
80000.0,80155.4,4640.1,297.0,850.0,15.62323232,94.11764706,2.3846153846153846,0.0
80000.0,91714.81,5309.26,0.0,615.0,11.151316784666665,146.40092878000002,2.3076923076923075,0.0
75500.0,83470.38,4832.0,1050.0,380.0,6.679401249333333,198.6842105,2.230769230769231,0.0
75000.0,80079.74,4635.72,2100.0,550.0,2.207485714,136.36363640000002,2.1538461538461537,0.0
75000.0,75575.24,4374.96,260.0,140.0,16.82676923,535.7142857,2.0769230769230766,0.0
75000.0,83325.45,4823.61,225.0,200.0,21.43826667,375.0,2.0,0.0
75000.0,86740.27,5021.29,93.0,93.0,53.99236559,806.4516129,2.0,0.0
75000.0,85325.66,4939.4,1000.0,4.0,4.9394,18750.0,2.0,0.0
75000.0,90467.59,5237.06,900.0,300.0,5.818955556000001,250.0,2.0,0.0
75000.0,89221.58,5164.93,1000.0,400.0,5.16493,187.5,2.0,0.0
75000.0,91457.42,5294.36,1100.0,600.0,4.813054545,125.0,2.0,0.0
75000.0,83325.45,4823.61,225.0,200.0,21.43826667,375.0,2.0,18500.0
75000.0,94098.52,5447.25,1000.0,490.0,5.44725,153.0612245,3.0,18059.54761904762
75000.0,86534.01,5009.35,997.5,490.0,5.3565998745000005,153.0612245,4.0,17619.095238095237
75000.0,90511.81,5239.62,995.0,490.0,5.265949749,153.0612245,5.0,17178.64285714286
75000.0,83938.17,4859.08,1250.0,540.0,3.887264,138.88888889999998,6.0,16738.190476190477
75000.0,75155.64,4350.67,2127.0,510.0,2.045448989,147.05882350000002,7.0,16297.738095238095
75000.0,90511.81,5239.62,1563.5,450.0,3.6374044945,165.83710405,8.0,15857.285714285714
72000.0,90334.57,5229.36,1000.0,390.0,5.22936,184.6153846,9.0,15416.833333333332
72000.0,90334.57,5229.36,1000.0,390.0,5.22936,184.6153846,10.0,14976.380952380952
72000.0,71999.94,4167.99,1092.25,403.5,4.850453163,177.875952875,11.0,14535.928571428572
71000.0,81396.92,4711.97,1184.5,417.0,4.471546326,171.13652115,12.0,14095.47619047619
71000.0,81396.92,4711.97,1276.75,430.5,4.092639489,164.397089425,13.0,13655.02380952381
70000.0,87825.28,5084.1,1369.0,444.0,3.713732652,157.6576577,14.0,13214.571428571428
70000.0,78089.37,4520.5,400.0,360.0,11.30125,194.4444444,15.0,12774.119047619048
70000.0,83273.45,4820.6,1390.0,480.0,3.4680575539999996,145.83333330000002,16.0,12333.666666666666
70000.0,81417.48,4713.16,400.0,400.0,11.7829,175.0,17.0,11893.214285714286
70000.0,80250.41,4645.6,300.0,375.0,13.415183333749999,189.583333325,16.906432748538013,11452.761904761905
70000.0,80250.41,4645.6,200.0,350.0,15.0474666675,204.16666665000002,16.812865497076025,11012.309523809523
70000.0,80250.41,4645.6,100.0,325.0,16.67975000125,218.749999975,16.719298245614034,10571.857142857143
70000.0,77823.0,4505.08,0.0,300.0,18.312033335,233.33333330000002,16.625730994152047,10131.404761904761
70000.0,77685.49,4497.12,45.0,300.0,19.944316668749998,233.33333330000002,16.53216374269006,9690.952380952382
70000.0,77389.76,4480.0,90.0,250.0,21.5766000025,280.0,16.43859649122807,9250.5
70000.0,79142.25,4581.45,135.0,79.0,23.20888333625,886.0759493999999,16.34502923976608,8810.047619047618
70000.0,77241.37,4471.41,180.0,180.0,24.84116667,388.8888889,16.251461988304094,8369.595238095239
70000.0,85360.21,4941.4,382.5,220.0,19.795089648999998,343.1372549,16.157894736842106,7929.142857142857
70000.0,80250.41,4645.6,585.0,260.0,14.749012628,297.3856209,16.06432748538012,7488.690476190475
70000.0,80250.41,4645.6,787.5,300.0,9.702935606999999,251.6339869,15.970760233918128,7048.238095238095
70000.0,79640.45,4610.29,990.0,340.0,4.656858586,205.8823529,15.87719298245614,6607.785714285714
70000.0,80250.41,4645.6,1495.0,620.0,3.436444293,141.83006534,15.783625730994153,6167.333333333332
70000.0,76561.62,4432.06,2000.0,900.0,2.21603,77.77777778,15.690058479532164,5726.880952380952
70000.0,77241.37,4471.41,2000.0,900.0,2.235705,77.77777778,15.596491228070175,5286.428571428571
70000.0,79630.08,4609.69,1237.0,576.0,3.72650768,121.5277778,15.502923976608187,4845.976190476191
70000.0,70536.79,4083.29,937.6666666666667,300.0,6.476550843333333,233.33333330000002,15.4093567251462,4405.523809523809
70000.0,69999.9,4052.21,638.3333333333334,155.0,9.226594006666666,451.61290319999995,15.31578947368421,3965.0714285714275
70000.0,70135.85,4060.08,339.0,212.0,11.97663717,330.18867919999997,15.222222222222221,3524.6190476190477
70000.0,79157.8,4582.35,0.0,212.0,11.00712745025,330.18867919999997,15.128654970760234,3084.166666666666
70000.0,1209215.0,70000.0,195.0,246.0,10.0376177305,288.3086253,15.035087719298247,2643.7142857142862
69000.0,76575.78,4432.88,390.0,280.0,9.06810801075,246.4285714,14.941520467836257,2203.2619047619046
68000.0,81841.05,4737.68,585.0,385.0,8.098598291,176.62337659999997,14.847953216374268,1762.809523809523
68000.0,76443.29,4425.21,350.0,350.0,12.64345714,194.28571430000002,14.75438596491228,1322.3571428571413
68000.0,85315.99,4938.84,1500.0,450.0,3.29256,151.11111110000002,14.660818713450293,881.9047619047633
68000.0,68141.16,3944.61,3200.0,580.0,1.232690625,117.2413793,14.567251461988304,441.45238095238165
67000.0,67513.92,3908.3,2303.0,1.0,3.573044568666667,67000.0,14.473684210526315,1.0
66000.0,72827.56,4215.9,1406.0,230.0,5.913398512333334,286.9565217,14.380116959064328,278.5
65000.0,72572.93,4201.16,509.0,509.0,8.253752456,127.70137520000002,14.28654970760234,556.0
65000.0,81768.15,4733.46,666.5,20.0,6.6732415195,3250.0,14.192982456140351,833.5
65000.0,72490.88,4196.41,824.0,824.0,5.092730583,78.88349515,14.099415204678362,1111.0
65000.0,74996.03,4341.43,811.6666666666666,675.5,5.211613263666667,129.8147952875,14.005847953216374,1666.5625
65000.0,77330.68,4476.58,799.3333333333334,527.0,5.330495944333333,180.74609542500002,13.912280701754387,2222.125
65000.0,78923.21,4568.77,787.0,378.5,5.449378625,231.6773955625,13.818713450292398,2777.6875
65000.0,71861.92,4160.0,774.6666666666666,230.0,5.568261305666667,282.6086957,13.725146198830409,3333.25
65000.0,71724.06,4152.02,762.3333333333334,265.0,5.687143986333334,245.28301890000003,13.631578947368421,3888.8125
65000.0,75222.15,4354.52,750.0,220.0,5.806026667,295.4545455,13.538011695906434,4444.375
65000.0,72322.45,4186.66,934.6666666666666,240.0,5.077471254333333,270.8333333,13.444444444444445,4999.9375
65000.0,74996.03,4341.43,1119.3333333333333,277.5,4.348915841666667,238.59126980000002,13.350877192982455,5555.5
65000.0,81552.05,4720.95,1304.0,315.0,3.6203604289999998,206.34920630000002,13.257309941520468,6111.0625
65000.0,75739.69,4384.48,1715.5,432.5,2.6965412865,162.26551225000003,13.16374269005848,6666.625
65000.0,65134.88,3770.58,2127.0,550.0,1.772722144,118.18181820000001,13.070175438596491,7222.1875
65000.0,74518.21,4313.77,1595.25,533.5,4.9013253952,121.6942149,12.976608187134502,7777.75
65000.0,74518.21,4313.77,1063.5,517.0,8.0299286464,125.2066116,12.883040935672515,8333.3125
65000.0,74996.03,4341.43,531.75,500.5,11.1585318976,128.71900829999998,12.789473684210527,8888.875
64000.0,69366.79,4015.56,0.0,484.0,14.2871351488,132.231405,12.695906432748538,9444.4375
63500.0,71301.01,4127.53,237.0,237.0,17.4157384,267.9324895,12.602339181286549,10000.0
63000.0,69517.25,4024.27,260.0,260.0,15.47796154,242.30769229999999,12.508771929824562,9428.57142857143
63000.0,67906.23,3931.01,506.66666666666663,300.0,11.648154360000001,210.0,12.415204678362574,8857.142857142857
63000.0,70604.16,4087.19,753.3333333333333,220.0,7.818347180000001,286.36363639999996,12.321637426900585,8285.714285714286
62000.0,68900.03,3988.54,1000.0,390.0,3.98854,158.97435900000002,12.228070175438596,7714.285714285714
60000.0,60460.23,3499.97,181.0,345.0,19.33685083,173.91304350000001,12.134502923976608,7142.857142857143
60000.0,60460.23,3499.97,181.0,345.0,19.33685083,173.91304350000001,12.040935672514621,6571.428571428572
60000.0,69227.21,4007.48,400.0,390.0,10.0187,153.84615380000002,11.947368421052632,6000.0
60000.0,70724.56,4094.16,1270.0,760.0,3.2237480310000004,78.94736842,11.853801169590643,5833.361111111111
60000.0,71910.11,4162.79,1590.0,450.0,2.618106918,133.3333333,11.760233918128655,5666.722222222223
60000.0,70669.63,4090.98,2100.0,600.0,1.948085714,100.0,11.666666666666668,5500.083333333333
60000.0,70022.18,4053.5,1000.0,390.0,4.0535,153.84615380000002,11.573099415204679,5333.444444444444
60000.0,65557.76,3795.06,1726.0,407.0,2.198760139,147.42014740000002,11.47953216374269,5166.805555555556
60000.0,75278.81,4357.8,2100.0,600.0,2.075142857,100.0,11.385964912280702,5000.166666666667
60000.0,67092.25,3883.89,1000.0,450.0,3.88389,133.3333333,11.292397660818715,4833.527777777777
60000.0,71554.6,4142.21,400.0,390.0,10.355525,153.84615380000002,11.198830409356725,4666.888888888889
60000.0,69227.21,4007.48,270.0,260.0,14.84251852,230.76923080000003,11.105263157894736,4500.25
60000.0,72102.2,4173.91,300.0,264.0,13.91303333,227.2727273,11.011695906432749,4333.611111111111
60000.0,75278.81,4357.8,1000.0,350.0,4.3578,171.4285714,10.918128654970761,4166.972222222223
60000.0,69842.87,4043.12,1242.0,770.0,3.2553301130000003,77.92207792,10.824561403508772,4000.3333333333335
60000.0,66759.03,3864.6,1249.25,200.0,3.246318656625,300.0,10.730994152046783,3833.6944444444443
60000.0,66334.08,3840.0,1256.5,250.0,3.23730720025,240.0,10.637426900584796,3667.0555555555557
60000.0,66206.93,3832.64,1263.75,230.0,3.228295743875,260.86956519999995,10.543859649122808,3500.4166666666665
60000.0,66206.93,3832.64,1271.0,180.0,3.2192842875,333.3333333,10.450292397660819,3333.777777777778
60000.0,66587.49,3854.67,1278.25,220.0,3.210272831125,272.7272727,10.35672514619883,3167.138888888889
60000.0,69913.52,4047.21,1285.5,246.66666666666666,3.20126137475,248.48484846666668,10.263157894736842,3000.5
60000.0,69913.52,4047.21,1292.75,273.3333333333333,3.192249918375,224.24242423333334,10.169590643274855,2833.8611111111113
60000.0,71485.5,4138.21,1300.0,300.0,3.183238462,200.0,10.076023391812866,2667.222222222222
60000.0,64949.7,3759.86,50.0,50.0,75.1972,1200.0,9.982456140350877,2500.5833333333335
60000.0,73165.97,4235.49,350.0,300.0,40.950753846,200.0,9.88888888888889,2333.9444444444443
60000.0,75278.81,4357.8,650.0,500.0,6.704307692,120.0,9.795321637426902,2167.3055555555557
60000.0,68653.87,3974.29,1300.0,550.0,3.057146154,109.0909091,9.701754385964913,2000.666666666667
60000.0,72811.32,4214.96,400.0,550.0,10.5374,109.0909091,9.608187134502923,1834.0277777777783
60000.0,70966.75,4108.18,407.0,500.0,10.09380835,120.0,9.514619883040936,1667.3888888888887
60000.0,75278.81,4357.8,850.0,550.0,5.126823529,109.0909091,9.421052631578949,1500.75
60000.0,74603.72,4318.72,436.0,436.0,9.905321101,137.6146789,9.32748538011696,1334.1111111111113
60000.0,58979.11,3414.23,1000.0,1000.0,3.4142300000000003,60.0,9.23391812865497,1167.4722222222226
60000.0,66065.46,3824.45,400.0,400.0,9.561125,150.0,9.140350877192983,1000.833333333333
60000.0,69913.52,4047.21,200.0,362.5,10.57457716,167.30769229999999,9.046783625730995,834.1944444444443
60000.0,67836.09,3926.95,0.0,325.0,11.58802932,184.6153846,8.953216374269006,667.5555555555557
59000.0,58774.75,3402.4,270.0,346.6666666666667,12.60148148,172.88034186666667,8.859649122807017,500.91666666666697
59000.0,68073.27,3940.68,135.0,368.3333333333333,11.8184624,161.14529913333334,8.76608187134503,334.2777777777783
58270.0,67231.14,3891.93,0.0,390.0,11.03544332,149.4102564,8.672514619883042,167.6388888888887
58000.0,58444.81,3383.3,330.0,330.0,10.25242424,175.7575758,8.578947368421053,1.0
58000.0,72618.71,4203.81,468.0,468.0,8.9825,123.9316239,8.485380116959064,1.0
58000.0,66812.41,3867.69,1400.0,350.0,2.762635714,165.71428569999998,8.391812865497077,1.0
58000.0,72769.52,4212.54,1400.0,350.0,3.008957143,165.71428569999998,8.298245614035089,1.0
58000.0,67121.27,3885.57,1300.0,400.0,2.9889,145.0,8.2046783625731,1.0
58000.0,66365.51,3841.82,339.0,267.0,11.33280236,217.22846439999998,8.11111111111111,1.0
58000.0,57999.99,3357.55,350.0,350.0,9.593,165.71428569999998,8.017543859649123,1.0
58000.0,63857.26,3696.62,1375.0,360.0,2.6884509089999997,161.11111110000002,7.923976608187136,1.0
58000.0,71229.84,4123.41,1850.0,300.0,2.22887027,193.33333330000002,7.830409356725147,1.0
58000.0,63148.83,3655.61,3400.0,520.0,1.075179412,111.5384615,7.7368421052631575,1.0
57000.0,67188.3,3889.45,1000.0,430.0,3.88945,132.5581395,7.64327485380117,1.0
57000.0,61795.2,3577.25,684.5,270.0,7.24551091,211.11111110000002,7.549707602339183,1.0
56000.0,67577.49,3911.98,369.0,322.0,10.60157182,173.91304350000001,7.4561403508771935,1.0
56000.0,62061.05,3592.64,0.0,1000.0,5.8346548125,56.0,7.362573099415204,1.0
56000.0,60498.4,3502.18,3280.0,1000.0,1.067737805,56.0,7.269005847953217,1.0
55000.0,63458.22,3673.52,220.0,220.0,16.69781818,250.0,7.1754385964912295,1.0
55000.0,59824.01,3463.14,0.0,0.0,10.15985409,205.88235295,7.08187134502924,1.0
55000.0,62566.33,3621.89,1000.0,340.0,3.62189,161.76470590000002,6.988304093567251,1.0
55000.0,65039.52,3765.06,1672.0,500.0,2.251830144,110.0,6.894736842105264,1.0
55000.0,63362.52,3667.98,577.0,330.0,6.356984402,166.66666669999998,6.801169590643276,1.0
55000.0,65208.99,3774.87,0.0,290.0,10.075596446,189.65517240000003,6.707602339181287,1.0
55000.0,61716.6,3572.7,259.0,234.0,13.79420849,235.04273500000002,6.614035087719298,1.0
55000.0,55421.77,3208.3,1250.0,2700.0,2.56664,20.37037037,6.5204678362573105,1.0
55000.0,55421.77,3208.3,430.0,350.0,7.4611627910000005,157.1428571,6.426900584795323,1.0
55000.0,63053.82,3650.11,833.0,475.0,5.02123269,124.404761885,6.333333333333334,1.0
55000.0,55114.11,3190.49,1236.0,600.0,2.581302589,91.66666667,6.239766081871345,1.0
55000.0,62483.24,3617.08,120.0,0.0,30.14233333,155.83333333500002,6.146198830409357,1.0
55000.0,60689.63,3513.25,269.8,250.0,24.927622705399997,220.0,6.05263157894737,1.0
55000.0,61195.77,3542.55,419.6,260.0,19.7129120808,211.5384615,5.959064327485381,1.0
55000.0,63053.82,3650.11,569.4000000000001,323.3333333333333,14.498201456199999,181.76638173333333,5.8654970760233915,1.0
55000.0,65433.56,3787.87,719.2,386.6666666666667,9.283490831599998,151.99430196666668,5.771929824561404,1.0
55000.0,61078.65,3535.77,869.0,450.0,4.068780207,122.2222222,5.678362573099417,1.0
55000.0,64694.03,3745.06,1200.0,450.0,3.120883333,122.2222222,5.5847953216374275,1.0
55000.0,65213.48,3775.13,391.0,359.0,9.655063939,153.20334259999998,5.491228070175438,1.0
55000.0,64087.35,3709.94,391.0,359.0,9.622813299499999,153.20334259999998,5.397660818713451,1.0
55000.0,64777.82,3749.91,391.0,359.0,9.59056266,153.20334259999998,5.3040935672514635,1.0
55000.0,63649.44,3684.59,1560.0,445.0,2.361916667,123.59550559999998,5.210526315789474,1.0
55000.0,63459.94,3673.62,1170.0,500.0,3.139846154,110.0,5.116959064327485,1.0
55000.0,61740.61,3574.09,1500.0,550.0,2.382726667,100.0,5.023391812865498,1.0
55000.0,63458.22,3673.52,920.0,390.0,6.6556427435,169.5652174,4.92982456140351,1.0
55000.0,64187.03,3715.71,340.0,230.0,10.92855882,239.13043480000002,4.836257309941521,1.0
55000.0,69005.58,3994.65,272.0,334.0,14.68621324,164.6706587,4.742690058479532,1.0
55000.0,63053.82,3650.11,631.0,322.0,9.198419751500001,171.04500675,4.6491228070175445,1.0
55000.0,63458.22,3673.52,990.0,310.0,3.710626263,177.4193548,4.555555555555557,1.0
55000.0,63053.82,3650.11,926.6666666666666,273.3333333333333,4.063705008666667,209.94623653333335,4.461988304093568,1.0
55000.0,65433.56,3787.87,863.3333333333334,236.66666666666669,4.416783754333333,242.4731182666667,4.368421052631579,1.0
55000.0,65917.59,3815.89,800.0,200.0,4.7698625,275.0,4.274853801169591,1.0
55000.0,63458.22,3673.52,925.0,110.0,4.26021802875,1512.5,4.181286549707604,1.0
55000.0,61305.3,3548.89,1050.0,20.0,3.7505735575,2750.0,4.087719298245615,1.0
55000.0,65088.41,3767.89,1175.0,20.0,3.24092908625,2750.0,3.9941520467836256,1.0
55000.0,61336.04,3550.67,1300.0,550.0,2.731284615,100.0,3.900584795321638,1.0
55000.0,55421.77,3208.3,270.0,270.0,11.88259259,203.70370369999998,3.8070175438596507,1.0
55000.0,69005.58,3994.65,1300.0,550.0,3.072807692,100.0,3.7134502923976616,1.0
55000.0,66781.14,3865.88,1000.0,540.0,3.86588,101.85185190000001,3.6198830409356724,1.0
55000.0,67016.76,3879.52,1000.0,450.0,3.87952,122.2222222,3.526315789473685,1.0
55000.0,63458.22,3673.52,580.0,390.0,6.333655172,141.02564099999998,3.4327485380116975,1.0
